id,Booking_status_pred,prob
42194,0,0.30894145
42195,1,0.9338909
42196,1,0.85128
42197,0,0.4159525
42198,1,0.7402149
42199,1,0.58286977
42200,1,0.6132193
42201,1,0.51040095
42202,0,0.46805826
42203,0,0.31787047
42204,1,0.8564427
42205,0,0.16571905
42206,0,0.009423915
42207,1,0.72619605
42208,0,0.1168961
42209,0,0.2512714
42210,0,0.1295873
42211,0,0.2043923
42212,0,0.27927196
42213,1,0.85441005
42214,1,0.64466304
42215,0,0.2721727
42216,1,0.76346457
42217,0,0.15527835
42218,0,0.02096549
42219,0,0.19427525
42220,0,0.3696459
42221,1,0.75923425
42222,0,0.49538592
42223,0,0.1485996
42224,1,0.92979693
42225,1,0.72283316
42226,1,0.8740904
42227,0,0.059875306
42228,1,0.5731544
42229,0,0.09819012
42230,0,0.31016225
42231,1,0.7319857
42232,1,0.7208678
42233,0,0.12064596
42234,1,0.69062084
42235,0,0.1550594
42236,0,0.044895876
42237,1,0.80824065
42238,0,0.36714563
42239,0,0.30180997
42240,1,0.9227862
42241,1,0.70549333
42242,0,0.121864565
42243,1,0.92990035
42244,0,0.18401696
42245,1,0.6386101
42246,1,0.929767
42247,1,0.78227067
42248,1,0.5147848
42249,1,0.87854403
42250,0,0.49164337
42251,0,0.26225215
42252,1,0.8160258
42253,1,0.6938773
42254,0,0.059642848
42255,0,0.14576492
42256,1,0.7214564
42257,1,0.7551527
42258,0,0.28142828
42259,1,0.66043454
42260,1,0.74635094
42261,1,0.73151064
42262,1,0.91230917
42263,1,0.94948673
42264,0,0.1266313
42265,1,0.77819496
42266,0,0.035614546
42267,0,0.1929633
42268,1,0.710077
42269,0,0.09176217
42270,1,0.8712685
42271,1,0.7550269
42272,0,0.08309039
42273,0,0.11523301
42274,1,0.76837724
42275,0,0.3232942
42276,0,0.119243935
42277,0,0.06804567
42278,0,0.08417452
42279,0,0.3728571
42280,0,0.4088588
42281,0,0.0025293662
42282,0,0.40601072
42283,0,0.13519652
42284,0,0.48421508
42285,0,0.045124136
42286,0,0.024417361
42287,1,0.6887263
42288,0,0.33676943
42289,1,0.8582677
42290,0,0.031626396
42291,1,0.89553356
42292,0,0.11650127
42293,1,0.83326954
42294,1,0.96237624
42295,0,0.16001628
42296,0,0.08965331
42297,0,0.19986725
42298,0,0.07575677
42299,1,0.83540434
42300,1,0.5753337
42301,0,0.32017606
42302,0,0.15753682
42303,0,0.30064565
42304,0,0.14062247
42305,0,0.35142004
42306,0,0.2663051
42307,0,0.074251704
42308,0,0.13025613
42309,0,0.29518977
42310,0,0.28331906
42311,1,0.7284654
42312,0,0.09441717
42313,1,0.7681272
42314,1,0.69819516
42315,0,0.16813691
42316,1,0.65259933
42317,0,0.2665848
42318,0,0.4808924
42319,0,0.020407157
42320,0,0.2891203
42321,0,0.41316566
42322,1,0.9166744
42323,0,0.025831098
42324,1,0.74713254
42325,0,0.054727744
42326,1,0.5901245
42327,0,0.04243112
42328,0,0.11625612
42329,0,0.23912959
42330,1,0.8253016
42331,0,0.408964
42332,0,0.30311587
42333,1,0.6943534
42334,0,0.026911175
42335,1,0.7884206
42336,0,0.07770315
42337,1,0.7267335
42338,0,0.24963804
42339,0,0.0046942737
42340,0,0.08016769
42341,1,0.7286262
42342,1,0.90319026
42343,0,0.43935162
42344,0,0.36100003
42345,0,0.027278742
42346,1,0.9786296
42347,1,0.8013482
42348,1,0.8385576
42349,0,0.06422649
42350,0,0.32449582
42351,0,0.07372244
42352,1,0.74276054
42353,1,0.8231408
42354,0,0.13211027
42355,0,0.17214042
42356,1,0.57817984
42357,0,0.0003225773
42358,1,0.8163817
42359,0,0.09848466
42360,1,0.60398763
42361,0,0.20535572
42362,1,0.7996637
42363,0,0.15607841
42364,0,0.35173583
42365,0,0.24881107
42366,0,0.36963746
42367,1,0.78141576
42368,1,0.54107606
42369,1,0.8652033
42370,0,0.3777917
42371,0,0.053129934
42372,0,0.42754245
42373,1,0.9205921
42374,0,0.46763763
42375,0,0.45409644
42376,0,0.055530757
42377,1,0.92211694
42378,1,0.55393636
42379,0,0.20646635
42380,0,0.037267365
42381,1,0.72821236
42382,1,0.57038087
42383,1,0.93935883
42384,0,0.18057051
42385,0,0.0060867756
42386,1,0.8549814
42387,1,0.79670644
42388,0,0.034347773
42389,0,0.01121545
42390,1,0.8906146
42391,0,0.11335622
42392,0,0.05782716
42393,0,0.11238616
42394,0,0.34227666
42395,1,0.52744454
42396,0,0.16110063
42397,1,0.9345654
42398,0,0.09732845
42399,1,0.800706
42400,0,0.48331532
42401,0,0.20003125
42402,1,0.78800946
42403,1,0.72868997
42404,0,0.34128162
42405,0,0.24756093
42406,0,0.3983348
42407,0,0.13418701
42408,0,0.1654514
42409,0,0.41464287
42410,1,0.75308967
42411,0,2.9073494e-11
42412,1,0.9029757
42413,1,0.81412864
42414,1,0.69049525
42415,0,0.24988908
42416,1,0.8492068
42417,0,0.16341148
42418,0,0.4081455
42419,0,0.30666956
42420,0,0.10977111
42421,0,0.07655326
42422,0,0.49118066
42423,1,0.5539319
42424,1,0.82040155
42425,0,0.40966317
42426,0,0.2370225
42427,0,0.06926938
42428,0,0.19470601
42429,1,0.9421781
42430,1,0.52400905
42431,1,0.7842239
42432,1,0.9262013
42433,0,0.1310952
42434,0,2.0412375e-05
42435,0,0.08533713
42436,0,0.3926625
42437,0,0.25131968
42438,0,0.2450765
42439,1,0.95357794
42440,0,0.21052174
42441,1,0.9273653
42442,0,0.1057956
42443,0,0.21124223
42444,0,0.06135273
42445,0,0.074981146
42446,1,0.817124
42447,0,0.17947279
42448,0,0.056934793
42449,0,0.18361244
42450,0,0.16845952
42451,0,0.24830782
42452,0,0.02371931
42453,0,0.21199706
42454,0,0.23084657
42455,0,0.34025103
42456,0,0.37347338
42457,0,0.018810663
42458,0,0.30719423
42459,0,0.49815023
42460,1,0.7862862
42461,0,0.08538562
42462,1,0.6061049
42463,0,0.18345582
42464,1,0.83084804
42465,0,0.15065493
42466,1,0.7676532
42467,0,0.40557542
42468,0,0.32083273
42469,0,0.08763642
42470,0,0.18826596
42471,0,0.48639944
42472,0,0.35751745
42473,0,0.06925687
42474,0,0.45993096
42475,0,0.0934377
42476,0,0.0020098037
42477,0,0.2594979
42478,1,0.811014
42479,1,0.79800904
42480,0,0.006733843
42481,0,0.16309017
42482,0,0.06707256
42483,0,0.44465584
42484,0,0.2990819
42485,0,0.040063504
42486,1,0.84665287
42487,1,0.61345685
42488,0,0.0008049776
42489,0,0.1754588
42490,0,0.081533454
42491,1,0.70556086
42492,0,0.41081905
42493,0,0.19995129
42494,0,0.20949279
42495,0,0.39299378
42496,0,0.3260316
42497,0,0.0058528623
42498,0,0.07116377
42499,0,0.08176096
42500,0,0.10026637
42501,0,0.39060652
42502,1,0.58211297
42503,1,0.80418634
42504,0,0.0709082
42505,0,1.1321019e-07
42506,0,0.4121951
42507,0,0.0066829743
42508,0,0.18555486
42509,0,0.15833081
42510,1,0.6545597
42511,0,0.4399786
42512,0,0.1519376
42513,0,0.0040162513
42514,0,0.031977803
42515,1,0.5991397
42516,1,0.53282344
42517,1,0.591343
42518,1,0.83380026
42519,0,0.3834563
42520,1,0.5175354
42521,0,0.019831818
42522,0,0.18423706
42523,0,0.2572896
42524,0,0.41023973
42525,1,0.80918396
42526,1,0.7927943
42527,0,0.32251528
42528,1,0.5646651
42529,0,0.18471994
42530,1,0.65456593
42531,1,0.88318235
42532,0,0.19190517
42533,1,0.551125
42534,0,0.10612021
42535,1,0.9335927
42536,0,0.13950635
42537,0,0.08733706
42538,1,0.74389625
42539,0,0.22487967
42540,0,0.16683516
42541,0,0.18930453
42542,0,0.23221496
42543,0,0.3776517
42544,0,0.022808103
42545,1,0.79748267
42546,0,0.047927428
42547,0,0.40631044
42548,1,0.50322556
42549,0,0.2978286
42550,0,0.4767508
42551,1,0.9187298
42552,1,0.68444186
42553,0,0.004090709
42554,0,0.3086239
42555,0,0.24912986
42556,0,0.12900473
42557,0,0.47438014
42558,0,0.35350218
42559,0,0.046269458
42560,0,0.16312355
42561,1,0.68904245
42562,1,0.80469584
42563,1,0.73629093
42564,0,0.4284105
42565,1,0.78965634
42566,1,0.9513144
42567,0,0.16436227
42568,0,0.059079394
42569,0,0.17973024
42570,0,0.4389252
42571,0,3.6490987e-06
42572,0,0.38768423
42573,0,0.33275414
42574,1,0.5410411
42575,1,0.7548313
42576,0,0.112867765
42577,0,0.15478645
42578,0,0.012822651
42579,0,0.036273558
42580,0,1.3942629e-17
42581,1,0.9189567
42582,0,0.085055
42583,0,0.029617244
42584,0,0.024426403
42585,0,0.13938893
42586,0,0.00562203
42587,1,0.87298363
42588,0,0.42754245
42589,1,0.58839405
42590,1,0.9017089
42591,0,0.18139392
42592,0,0.17568474
42593,0,0.457117
42594,0,0.030156748
42595,0,0.37360355
42596,0,0.33090544
42597,0,0.16208442
42598,0,0.30929473
42599,0,0.28511992
42600,0,0.0005799352
42601,0,0.48598588
42602,1,0.74964774
42603,0,0.13537626
42604,1,0.7655877
42605,1,0.5845513
42606,1,0.75430346
42607,0,0.42670876
42608,0,0.23679152
42609,0,0.00018889325
42610,1,0.6097404
42611,1,0.6267354
42612,0,0.04900581
42613,0,0.04126739
42614,0,0.012366907
42615,0,0.13551903
42616,1,0.8432775
42617,0,0.36150864
42618,1,0.5636001
42619,0,0.20524079
42620,1,0.70728296
42621,1,0.68274826
42622,0,0.49070045
42623,1,0.8047119
42624,0,0.016796371
42625,0,0.15154338
42626,1,0.84943265
42627,1,0.6836356
42628,1,0.7825949
42629,1,0.6998996
42630,1,0.90879005
42631,0,0.44490975
42632,0,0.011611582
42633,0,0.058005337
42634,0,0.22975956
42635,0,0.09789966
42636,0,0.4674322
42637,0,0.4433283
42638,0,0.009190741
42639,1,0.64651924
42640,0,0.058435608
42641,0,0.081154354
42642,0,0.2932689
42643,0,0.19713075
42644,0,0.28143877
42645,1,0.60252684
42646,1,0.7646323
42647,0,0.09618861
42648,0,0.09608241
42649,0,0.16195574
42650,1,0.5554925
42651,0,0.15367173
42652,0,0.13977614
42653,0,0.25732884
42654,0,0.21445556
42655,0,0.06515954
42656,0,0.47019458
42657,1,0.75348634
42658,0,0.084382646
42659,0,0.45777434
42660,0,0.45754123
42661,0,0.20179006
42662,1,0.8903706
42663,0,0.032986533
42664,0,0.09049637
42665,0,0.2959011
42666,1,0.82433134
42667,0,0.04171434
42668,0,0.038158186
42669,1,0.8393661
42670,1,0.8717069
42671,0,0.19556722
42672,1,0.959518
42673,0,0.26974002
42674,0,0.0032463556
42675,0,0.25055057
42676,0,0.21021529
42677,0,0.43402982
42678,0,0.1636558
42679,0,0.123098746
42680,0,0.47878668
42681,0,0.02389385
42682,1,0.83741933
42683,1,0.8867546
42684,0,0.023433162
42685,0,0.18013588
42686,0,0.25418693
42687,0,0.04819012
42688,1,0.54418534
42689,1,0.9315149
42690,0,0.22322218
42691,0,0.012790195
42692,0,0.050685965
42693,1,0.6515263
42694,0,0.0986977
42695,0,0.22607787
42696,1,0.63842887
42697,0,0.37940344
42698,0,0.21723644
42699,1,0.5974922
42700,0,0.39703545
42701,0,0.0049444633
42702,0,0.06990521
42703,0,0.28727797
42704,0,0.14353602
42705,0,0.019929953
42706,0,0.06366391
42707,0,0.018588722
42708,0,0.0649173
42709,0,0.0022882398
42710,0,0.32209742
42711,0,0.40296656
42712,1,0.6118234
42713,0,0.015869698
42714,0,0.11230282
42715,0,0.08436628
42716,1,0.6138246
42717,0,0.02726075
42718,0,0.039384276
42719,0,0.04335942
42720,1,0.7576884
42721,1,0.7200239
42722,0,0.28149295
42723,0,0.36520892
42724,0,0.36157176
42725,0,0.011121368
42726,0,0.08895628
42727,1,0.86636174
42728,0,0.10937185
42729,1,0.9067556
42730,0,0.37983435
42731,0,0.047998387
42732,1,0.8862374
42733,1,0.745414
42734,0,0.18389043
42735,0,0.24959618
42736,1,0.8867972
42737,0,0.40628493
42738,0,0.040056825
42739,0,0.21438514
42740,0,0.21479242
42741,1,0.8722401
42742,0,0.017641304
42743,1,0.6780599
42744,1,0.85464555
42745,1,0.82548654
42746,0,0.08412768
42747,1,0.67689633
42748,1,0.9126886
42749,1,0.5096871
42750,1,0.58775246
42751,0,0.07219605
42752,0,0.048084132
42753,0,0.32895136
42754,0,0.4445404
42755,1,0.81976056
42756,0,0.10620699
42757,0,0.047392763
42758,1,0.68976265
42759,1,0.5126326
42760,0,0.4879252
42761,0,0.041143566
42762,1,0.9120549
42763,0,0.26556835
42764,1,0.87272584
42765,0,0.29249334
42766,0,0.025940564
42767,0,0.0076924143
42768,1,0.56900233
42769,0,0.22009094
42770,0,0.11794242
42771,1,0.8950243
42772,0,0.14719696
42773,1,0.6168796
42774,0,0.032645285
42775,0,0.023419317
42776,0,0.06443051
42777,0,0.3348217
42778,0,0.48430246
42779,0,0.29119965
42780,0,0.05328201
42781,1,0.56731665
42782,0,0.053872123
42783,1,0.5452524
42784,1,0.7512124
42785,1,0.52766365
42786,0,3.2109194e-15
42787,1,0.5840003
42788,0,0.4940246
42789,1,0.9144717
42790,0,0.20214298
42791,0,0.03974795
42792,0,0.27025548
42793,0,0.13560711
42794,0,0.3209707
42795,1,0.8157986
42796,1,0.8702482
42797,0,0.07593729
42798,1,0.72583777
42799,0,0.037850942
42800,1,0.755093
42801,1,0.755679
42802,0,0.1125007
42803,0,0.12728885
42804,0,0.087532476
42805,0,0.02470128
42806,1,0.6009476
42807,0,0.32443377
42808,0,0.00023059642
42809,0,0.19438337
42810,1,0.84238833
42811,1,0.78707767
42812,0,0.3592527
42813,1,0.8126209
42814,0,0.49379748
42815,0,0.07582605
42816,0,0.035423763
42817,1,0.62552375
42818,0,0.21455155
42819,0,0.13710663
42820,1,0.6865918
42821,0,0.020549156
42822,1,0.75882643
42823,1,0.831019
42824,0,0.1509781
42825,0,0.0046138363
42826,1,0.91070193
42827,0,0.4407381
42828,1,0.7249135
42829,0,0.35951468
42830,1,0.8279326
42831,1,0.91935307
42832,0,0.09754277
42833,1,0.7715297
42834,0,0.121551685
42835,1,0.8166661
42836,0,0.44384226
42837,1,0.7976487
42838,0,0.022575287
42839,1,0.7575561
42840,0,0.01653779
42841,0,0.00013479931
42842,0,0.15570664
42843,1,0.78896207
42844,0,0.3289662
42845,0,0.0955665
42846,1,0.79753554
42847,0,0.16963714
42848,0,0.020107051
42849,0,0.07098978
42850,0,0.15473929
42851,1,0.5389438
42852,1,0.55591464
42853,1,0.7474032
42854,0,0.054248016
42855,0,0.0142485155
42856,0,0.17634958
42857,1,0.8607096
42858,0,0.19471267
42859,0,0.019943567
42860,0,0.3941903
42861,0,0.04409927
42862,0,0.004216785
42863,0,0.0052337926
42864,1,0.9094633
42865,1,0.7736101
42866,0,0.14613152
42867,0,0.2875723
42868,1,0.84323496
42869,0,0.041706737
42870,0,0.122051336
42871,1,0.87746954
42872,0,0.27059588
42873,0,0.15699288
42874,0,0.29804152
42875,1,0.62177205
42876,1,0.50869125
42877,0,0.22753365
42878,0,0.43277103
42879,1,0.51775247
42880,0,0.04077362
42881,0,0.0067798104
42882,1,0.8499977
42883,1,0.66121113
42884,0,0.09259614
42885,1,0.8918856
42886,1,0.7919918
42887,0,0.31321475
42888,0,0.36819154
42889,1,0.8713858
42890,1,0.81064886
42891,0,0.18309076
42892,0,0.19626766
42893,0,0.15345311
42894,0,0.019434659
42895,0,0.46756744
42896,0,0.07948494
42897,0,0.48891792
42898,1,0.89324194
42899,0,0.16968149
42900,0,0.21678042
42901,1,0.7818663
42902,0,0.12645353
42903,1,0.6362649
42904,1,0.6317797
42905,0,0.0608778
42906,0,0.17570233
42907,1,0.5674397
42908,1,0.65946835
42909,0,0.22171345
42910,0,0.011892744
42911,1,0.897269
42912,0,0.18999569
42913,0,0.16184337
42914,0,0.25580764
42915,0,0.47485545
42916,0,0.002088511
42917,0,0.02026879
42918,0,0.45653915
42919,0,0.4261097
42920,0,0.44818246
42921,1,0.81831145
42922,1,0.7274326
42923,1,0.9401124
42924,1,0.77108586
42925,1,0.52422833
42926,0,0.031992827
42927,0,0.100188404
42928,1,0.5160333
42929,0,0.036521114
42930,1,0.69603133
42931,0,0.3722649
42932,1,0.8999202
42933,0,0.061832033
42934,1,0.95285267
42935,0,0.2077015
42936,1,0.8361462
42937,1,0.8189464
42938,1,0.9253263
42939,0,0.3385775
42940,1,0.63178664
42941,0,0.40792528
42942,0,0.11193632
42943,1,0.7911413
42944,0,0.26319033
42945,1,0.6571431
42946,0,0.36941135
42947,0,0.089161396
42948,1,0.5718647
42949,0,0.04483271
42950,1,0.66684526
42951,0,0.14245297
42952,0,0.2555096
42953,1,0.84935874
42954,0,0.38304946
42955,1,0.91387826
42956,0,0.2480854
42957,1,0.53640467
42958,0,0.40722775
42959,0,0.25084245
42960,0,0.112167336
42961,1,0.6091263
42962,1,0.92063034
42963,0,0.14663391
42964,0,0.058184955
42965,0,0.0039680065
42966,1,0.90560377
42967,1,0.76175934
42968,0,0.01422131
42969,0,0.20426738
42970,0,0.18227193
42971,0,0.20961057
42972,1,0.8072747
42973,1,0.8362858
42974,0,0.06469293
42975,0,0.22071171
42976,0,0.2535738
42977,0,0.11364587
42978,1,0.76804656
42979,0,0.2208484
42980,1,0.5773547
42981,1,0.503125
42982,0,0.18578069
42983,0,0.17370188
42984,1,0.5024367
42985,1,0.56154466
42986,1,0.5028376
42987,1,0.97374713
42988,0,0.045472123
42989,0,0.18026929
42990,1,0.77045274
42991,0,0.08581043
42992,0,0.051322408
42993,0,0.08433382
42994,1,0.64084196
42995,1,0.7048736
42996,0,0.16706137
42997,1,0.52884185
42998,1,0.8813395
42999,1,0.8373908
43000,0,0.3669201
43001,0,0.17230844
43002,0,0.33594128
43003,1,0.702953
43004,1,0.80836856
43005,0,0.3222347
43006,1,0.7930201
43007,0,0.30422103
43008,0,0.37091506
43009,0,0.19931118
43010,1,0.6029691
43011,0,0.18609229
43012,0,0.47860882
43013,0,0.4075649
43014,1,0.7181938
43015,0,0.11804161
43016,1,0.60387605
43017,0,0.31293353
43018,0,0.043884955
43019,0,0.30576965
43020,1,0.8371698
43021,0,0.23558515
43022,0,0.41513672
43023,1,0.7200411
43024,0,0.086987644
43025,1,0.56949806
43026,1,0.6978362
43027,0,0.09273649
43028,0,0.27168125
43029,1,0.6271616
43030,0,0.15102924
43031,0,0.037676357
43032,0,0.020569485
43033,1,0.86422837
43034,0,0.2660569
43035,0,0.40977168
43036,0,0.044232715
43037,0,0.029071093
43038,0,0.49055123
43039,0,0.20112106
43040,0,0.10860409
43041,0,0.1640119
43042,0,1.4493319e-20
43043,1,0.7922738
43044,0,0.069719486
43045,0,0.20278062
43046,1,0.8474518
43047,0,0.31083724
43048,0,0.19825955
43049,0,0.22189549
43050,1,0.60291964
43051,0,0.16285549
43052,0,0.018842617
43053,1,0.706685
43054,0,0.2116083
43055,0,0.17481446
43056,0,0.20059699
43057,0,0.09033813
43058,1,0.897153
43059,1,0.82318825
43060,0,0.011187258
43061,0,0.077091284
43062,0,0.30782533
43063,1,0.63489664
43064,1,0.8727733
43065,0,0.46894634
43066,0,0.26214716
43067,0,0.21608867
43068,1,0.70124054
43069,0,0.044186834
43070,0,0.18176869
43071,0,0.00024125742
43072,0,0.0055103083
43073,0,0.30207497
43074,1,0.8036834
43075,0,0.17922477
43076,0,0.026221206
43077,0,0.35195184
43078,0,0.24967209
43079,1,0.5486176
43080,0,0.17219262
43081,0,0.09169374
43082,0,0.12325585
43083,0,0.23729388
43084,0,0.014279517
43085,0,0.00039120254
43086,0,0.040653925
43087,0,0.4789026
43088,0,0.38095903
43089,1,0.9007523
43090,1,0.6005389
43091,1,0.82858515
43092,0,0.022960449
43093,1,0.9333429
43094,0,0.424965
43095,0,0.009912401
43096,1,0.73608917
43097,0,0.13844654
43098,1,0.69582784
43099,1,0.7964611
43100,1,0.5338258
43101,0,0.34398878
43102,1,0.6923146
43103,0,0.034681927
43104,0,0.05603442
43105,0,0.49215147
43106,1,0.5102063
43107,1,0.61048764
43108,0,0.05674314
43109,0,0.34722772
43110,1,0.84317523
43111,0,0.46643004
43112,1,0.8382024
43113,0,0.22521737
43114,1,0.79383403
43115,0,0.35153395
43116,1,0.6391442
43117,0,0.117117494
43118,0,0.071558565
43119,1,0.71230984
43120,1,0.85836875
43121,0,0.09382656
43122,1,0.59791404
43123,1,0.71060836
43124,1,0.8609951
43125,1,0.74250007
43126,0,0.38240597
43127,1,0.58188754
43128,1,0.93015856
43129,1,0.6336389
43130,0,0.31980547
43131,1,0.694959
43132,0,0.268134
43133,1,0.86738646
43134,1,0.62095135
43135,1,0.5378278
43136,0,0.3060705
43137,0,0.33347932
43138,0,0.04760322
43139,0,0.212
43140,0,0.19403185
43141,0,0.093547255
43142,1,0.92610747
43143,0,0.41560733
43144,1,0.83221906
43145,1,0.90942425
43146,0,0.07004236
43147,0,0.25724518
43148,1,0.8396767
43149,0,0.039695177
43150,1,0.74885553
43151,0,0.07944102
43152,0,0.03347769
43153,0,0.17187814
43154,0,0.08517
43155,0,0.17332801
43156,0,0.037133582
43157,0,0.041629147
43158,1,0.68444186
43159,0,0.26916334
43160,1,0.90031374
43161,0,0.05557495
43162,0,0.34812927
43163,0,0.052571733
43164,0,0.031446684
43165,1,0.80249727
43166,0,0.023767889
43167,0,0.004704801
43168,0,0.0024210853
43169,1,0.6095173
43170,0,0.16648757
43171,1,0.90799755
43172,1,0.96132433
43173,0,0.21329251
43174,1,0.87668175
43175,1,0.9092626
43176,0,0.19865309
43177,0,0.050956097
43178,0,0.031236473
43179,1,0.5059886
43180,1,0.84733534
43181,0,0.18128653
43182,1,0.90895176
43183,0,0.0017297049
43184,0,0.2853298
43185,1,0.91275734
43186,0,4.325253e-07
43187,1,0.62639755
43188,0,0.40721387
43189,0,0.04838851
43190,0,0.30481076
43191,0,0.3390211
43192,1,0.5610977
43193,0,0.44763276
43194,0,0.46929812
43195,0,0.10630711
43196,1,0.69519615
43197,0,0.24179971
43198,1,0.85665715
43199,0,0.008536974
43200,0,0.39854696
43201,1,0.7459055
43202,0,0.042064138
43203,0,0.057174
43204,0,0.39240384
43205,0,0.09770635
43206,1,0.7666072
43207,0,0.001154468
43208,1,0.93521607
43209,0,0.13299392
43210,0,0.38634402
43211,1,0.603997
43212,1,0.5422427
43213,0,0.37483194
43214,0,0.06666319
43215,0,0.21333706
43216,1,0.6098325
43217,0,0.050812922
43218,1,0.6472512
43219,0,0.00061669975
43220,1,0.52140975
43221,0,0.49398482
43222,0,0.27559158
43223,0,0.02019329
43224,0,0.08031947
43225,0,0.1576544
43226,1,0.67826
43227,1,0.66646254
43228,0,0.0780073
43229,0,0.20125018
43230,0,9.171736e-06
43231,1,0.74937147
43232,0,0.49573743
43233,0,0.15516238
43234,0,0.041258473
43235,0,0.0035417697
43236,0,0.008426449
43237,0,0.22598228
43238,0,0.14999478
43239,0,0.11121726
43240,0,0.084347785
43241,0,0.35549632
43242,0,0.19301857
43243,1,0.53692925
43244,1,0.85688055
43245,1,0.51847106
43246,0,0.009100939
43247,0,0.17689206
43248,1,0.5756161
43249,1,0.77689695
43250,1,0.8754002
43251,1,0.606459
43252,1,0.9412071
43253,0,0.053307634
43254,1,0.83180815
43255,1,0.79410255
43256,1,0.85349274
43257,0,0.060067303
43258,1,0.9140048
43259,0,0.012183018
43260,1,0.9043615
43261,0,0.4670808
43262,0,0.12783319
43263,0,0.4823309
43264,0,0.35727322
43265,1,0.6251896
43266,1,0.6582013
43267,0,0.14029981
43268,0,0.060321137
43269,0,0.0002582114
43270,1,0.8335989
43271,0,0.13563788
43272,0,0.3528283
43273,1,0.87120545
43274,0,0.033735815
43275,0,0.33132508
43276,0,0.3482242
43277,1,0.5529424
43278,1,0.9696699
43279,1,0.8011058
43280,0,0.17978483
43281,0,0.056191076
43282,0,0.39760092
43283,1,0.8230538
43284,0,0.108345546
43285,0,0.20267722
43286,0,0.455265
43287,1,0.61120427
43288,0,0.31129134
43289,1,0.8520765
43290,0,0.0053811288
43291,0,0.11323542
43292,0,0.10109682
43293,1,0.8268539
43294,0,0.47382307
43295,0,0.28341916
43296,1,0.83429664
43297,1,0.57460433
43298,0,0.10754761
43299,0,0.3076905
43300,0,0.090922065
43301,0,0.16249809
43302,0,0.34765655
43303,0,0.4911673
43304,0,0.37376
43305,0,0.1809098
43306,1,0.7498721
43307,0,0.08614528
43308,1,0.61258084
43309,1,0.8889781
43310,0,0.31700268
43311,0,0.32403225
43312,0,0.043802883
43313,1,0.80580026
43314,0,0.47521275
43315,1,0.90914553
43316,0,0.47660154
43317,0,0.19983062
43318,0,0.40443733
43319,0,0.2017964
43320,1,0.702282
43321,1,0.7450256
43322,0,0.36919662
43323,1,0.91574097
43324,0,0.43701717
43325,0,0.24793434
43326,0,0.006862286
43327,1,0.80573267
43328,1,0.54786915
43329,0,0.38836738
43330,0,0.22767068
43331,0,0.053455636
43332,1,0.9398026
43333,0,0.26426226
43334,0,0.4694366
43335,0,0.011071054
43336,0,0.0073286006
43337,1,0.52604085
43338,1,0.52220815
43339,0,0.089913905
43340,0,0.05459572
43341,1,0.9222977
43342,1,0.7177211
43343,1,0.78192484
43344,0,0.1412907
43345,0,0.30435383
43346,1,0.80498135
43347,1,0.50155836
43348,1,0.93519235
43349,0,0.0531859
43350,0,0.12682115
43351,1,0.8115452
43352,1,0.76899487
43353,1,0.87356526
43354,1,0.7476561
43355,0,0.4508411
43356,0,6.827687e-06
43357,1,0.8421343
43358,0,0.004999471
43359,0,0.23556714
43360,0,0.20540221
43361,0,0.024474867
43362,0,0.108675405
43363,0,0.099372745
43364,0,0.18394397
43365,1,0.61957574
